,transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,profit,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,owns_car,Age,age_group,wealth_segment,postcode,state,country,property_valuation,recency,owns_car_flag
3020,3088,87,835,2017-05-30,0.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,1970-01-01 09:27:59,471.6,Male,85.0,Electrical Engineer,Manufacturing,Yes,53.0,50-60,Mass Customer,2192.0,New South Wales,Australia,10.0,214,1
3021,3089,96,3339,2017-10-28,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,1970-01-01 10:25:39,129.01,Male,76.0,Programmer Analyst III,Health,No,35.0,30-40,Mass Customer,3610.0,Victoria,Australia,3.0,63,0
3022,3090,2,1419,2017-03-26,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,1970-01-01 11:19:44,17.869999999999997,Male,5.0,Physical Therapy Assistant,Financial Services,Yes,54.0,50-60,Mass Customer,2767.0,New South Wales,Australia,9.0,279,1
3026,3094,46,1863,2017-01-24,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1970-01-01 10:06:01,1544.6100000000001,Male,10.0,VP Product Management,Telecommunications,No,43.0,40-50,High Net Worth,2820.0,New South Wales,Australia,1.0,340,0
3033,3101,83,201,2017-03-21,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03,1970-01-01 09:54:27,1408.91,Male,45.0,Design Engineer,Manufacturing,Yes,55.0,50-60,Mass Customer,2233.0,New South Wales,Australia,9.0,284,1
3034,3102,10,3003,2017-08-24,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,1970-01-01 11:29:05,1103.43,Female,72.0,Web Developer I,Retail,Yes,58.0,50-60,Mass Customer,2166.0,New South Wales,Australia,8.0,128,1
3035,3103,5,3114,2017-05-27,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,1970-01-01 10:36:56,114.93,Male,48.0,Teacher,IT,Yes,47.0,40-50,Mass Customer,2620.0,New South Wales,Australia,5.0,217,1
3036,3104,0,1833,2017-12-20,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,1970-01-01 11:47:38,72.59999999999997,Male,67.0,Actuary,Financial Services,Yes,54.0,50-60,High Net Worth,4224.0,QLD,Australia,3.0,10,1
3037,3105,7,3105,2017-07-10,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,1970-01-01 10:37:38,745.94,Male,88.0,Teacher,Health,No,56.0,50-60,Mass Customer,4017.0,QLD,Australia,7.0,173,0
3038,3106,62,2816,2017-10-08,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,1970-01-01 09:29:03,179.44,Female,87.0,Administrative Assistant II,Financial Services,Yes,32.0,30-40,Mass Customer,4226.0,QLD,Australia,9.0,83,1
3040,3108,88,2796,2017-10-09,0.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,1970-01-01 10:02:25,817.36,Female,52.0,Web Designer II,Manufacturing,No,44.0,40-50,Mass Customer,2343.0,New South Wales,Australia,2.0,82,0
3042,3110,48,182,2017-12-17,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,1970-01-01 10:30:23,812.44,Male,99.0,Sales Associate,Financial Services,Yes,29.0,<30,Affluent Customer,4300.0,QLD,Australia,4.0,13,1
3043,3111,38,610,2017-05-16,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,1970-01-01 10:58:46,751.02,Male,45.0,Help Desk Technician,Financial Services,Yes,63.0,60+,Mass Customer,2036.0,New South Wales,Australia,6.0,228,1
3044,3112,82,656,2017-05-05,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,1970-01-01 11:46:44,709.34,Female,80.0,Automation Specialist III,Manufacturing,Yes,43.0,40-50,High Net Worth,3032.0,Victoria,Australia,5.0,239,1
3045,3113,27,1493,2017-04-28,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1970-01-01 09:35:27,903.11,Female,51.0,Engineer II,Argiculture,No,34.0,30-40,High Net Worth,2287.0,New South Wales,Australia,5.0,246,0
3046,3114,6,2899,2017-05-28,1.0,Approved,Solex,Standard,high,medium,748.17,448.9,1970-01-01 09:19:12,299.27,Female,13.0,Nuclear Power Engineer,Manufacturing,No,31.0,30-40,High Net Worth,2880.0,New South Wales,Australia,1.0,216,0
3048,3116,14,1092,2017-06-11,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,1970-01-01 10:30:38,152.54999999999995,Female,56.0,VP Quality Control,Retail,No,86.0,60+,Mass Customer,3337.0,Victoria,Australia,3.0,202,0
3049,3117,0,2494,2017-02-18,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,1970-01-01 10:44:07,167.20999999999998,Female,98.0,Senior Sales Associate,Manufacturing,No,47.0,40-50,High Net Worth,2166.0,New South Wales,Australia,9.0,315,0
3052,3120,17,528,2017-04-12,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,1970-01-01 09:49:38,409.8600000000001,Female,10.0,Registered Nurse,Health,No,42.0,40-50,Mass Customer,2576.0,New South Wales,Australia,10.0,262,0
3054,3122,27,925,2017-12-14,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,1970-01-01 10:05:34,110.80999999999995,Male,42.0,Accountant IV,Manufacturing,No,43.0,40-50,Affluent Customer,2323.0,New South Wales,Australia,4.0,16,0
3055,3123,8,3289,2017-03-31,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,1970-01-01 09:27:59,187.38999999999987,Male,43.0,Assistant Manager,Property,No,43.0,40-50,Mass Customer,2075.0,New South Wales,Australia,12.0,274,0
3058,3126,42,456,2017-05-06,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,1970-01-01 11:17:52,199.0999999999999,Male,47.0,Automation Specialist I,Manufacturing,Yes,46.0,40-50,Affluent Customer,2145.0,New South Wales,Australia,7.0,238,1
3059,3127,15,339,2017-04-10,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,1970-01-01 11:29:05,209.84000000000003,Female,56.0,Human Resources Manager,Health,No,41.0,40-50,Mass Customer,2763.0,New South Wales,Australia,8.0,264,0
3062,3130,30,3404,2017-10-13,1.0,Approved,Solex,Standard,high,medium,748.17,448.9,1970-01-01 09:19:12,299.27,Female,2.0,GIS Technical Architect,Property,No,48.0,40-50,Affluent Customer,2100.0,New South Wales,Australia,11.0,78,0
3063,3131,28,628,2017-03-06,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1970-01-01 09:17:35,133.7800000000002,Female,14.0,Actuary,Financial Services,No,40.0,30-40,Mass Customer,4132.0,QLD,Australia,4.0,299,0
3064,3132,52,634,2017-12-13,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,1970-01-01 10:20:20,450.77,Female,35.0,Speech Pathologist,Manufacturing,No,43.0,40-50,Mass Customer,2326.0,New South Wales,Australia,3.0,17,0
3065,3133,95,1481,2017-01-24,1.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,1970-01-01 10:31:14,41.129999999999995,Female,93.0,Senior Financial Analyst,Financial Services,No,45.0,40-50,Affluent Customer,2333.0,New South Wales,Australia,3.0,340,0
3066,3134,48,2975,2017-07-14,1.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,1970-01-01 11:37:28,812.44,Female,67.0,Senior Cost Accountant,Financial Services,No,40.0,30-40,Mass Customer,2204.0,New South Wales,Australia,9.0,169,0
3068,3137,56,1913,2017-01-21,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,1970-01-01 11:44:55,45.96000000000001,Female,36.0,Dental Hygienist,Health,Yes,48.0,40-50,Mass Customer,2299.0,New South Wales,Australia,6.0,343,1
3069,3138,64,728,2017-10-09,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,1970-01-01 11:24:07,872.8900000000001,Male,60.0,VP Accounting,Financial Services,Yes,65.0,60+,Mass Customer,3429.0,Victoria,Australia,6.0,82,1
3070,3139,90,2661,2017-02-27,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,1970-01-01 11:12:16,437.46,Female,59.0,VP Marketing,Financial Services,Yes,45.0,40-50,High Net Worth,2770.0,New South Wales,Australia,7.0,306,1
3071,3140,13,3364,2017-07-07,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,1970-01-01 11:29:05,574.6200000000001,Male,77.0,Engineer IV,Manufacturing,Yes,28.0,<30,Mass Customer,2300.0,New South Wales,Australia,6.0,176,1
3072,3141,10,47,2017-07-26,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,1970-01-01 11:35:01,1103.43,Male,51.0,Registered Nurse,Health,No,29.0,<30,Affluent Customer,2322.0,New South Wales,Australia,4.0,157,0
3077,3146,47,3165,2017-06-25,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,1970-01-01 10:20:20,189.27999999999997,Female,56.0,Business Systems Development Analyst,Manufacturing,Yes,46.0,40-50,Affluent Customer,2745.0,New South Wales,Australia,9.0,188,1
3078,3147,39,3089,2017-07-22,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,1970-01-01 10:58:46,1230.27,Male,27.0,Web Developer III,Manufacturing,Yes,21.0,<30,Affluent Customer,4504.0,QLD,Australia,7.0,161,1
3079,3148,66,1227,2017-10-18,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,1970-01-01 11:51:50,64.92999999999995,Female,63.0,Software Engineer I,IT,Yes,32.0,30-40,Affluent Customer,2285.0,New South Wales,Australia,7.0,73,1
3080,3149,85,303,2017-11-17,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,1970-01-01 10:06:07,547.28,Female,59.0,Assistant Professor,Argiculture,Yes,47.0,40-50,Mass Customer,2516.0,New South Wales,Australia,9.0,43,1
3082,3151,72,1006,2017-06-19,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,1970-01-01 10:36:33,90.09999999999997,Male,15.0,Quality Control Specialist,Telecommunications,Yes,44.0,40-50,Affluent Customer,3046.0,Victoria,Australia,8.0,194,1
3083,3152,11,639,2017-02-21,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,1970-01-01 10:54:58,509.97,Male,51.0,Nuclear Power Engineer,Manufacturing,No,47.0,40-50,Mass Customer,2148.0,New South Wales,Australia,7.0,312,0
3084,3153,46,392,2017-07-14,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,1970-01-01 10:57:07,1215.34,Male,38.0,Safety Technician I,Property,No,43.0,40-50,Mass Customer,3228.0,Victoria,Australia,8.0,169,0
3085,3154,80,723,2017-01-10,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1970-01-01 09:17:09,139.2299999999999,Female,41.0,Food Chemist,Health,Yes,58.0,50-60,Mass Customer,2199.0,New South Wales,Australia,9.0,354,1
3086,3155,32,3487,2017-05-17,0.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,1970-01-01 09:54:27,471.6,Female,4.0,Analyst Programmer,Health,No,44.0,40-50,High Net Worth,3146.0,Victoria,Australia,9.0,227,0
3087,3156,7,2410,2017-10-29,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,1970-01-01 09:19:09,745.94,Female,75.0,Geological Engineer,Manufacturing,Yes,47.0,40-50,Mass Customer,3181.0,Victoria,Australia,11.0,62,1
3089,3158,89,2891,2017-03-15,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,1970-01-01 11:12:16,1230.27,Female,5.0,Nuclear Power Engineer,Manufacturing,Yes,34.0,30-40,High Net Worth,2481.0,New South Wales,Australia,11.0,290,1
3090,3159,36,1736,2017-09-29,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,1970-01-01 09:44:12,437.46,Male,83.0,Associate Professor,IT,No,23.0,<30,Affluent Customer,4152.0,QLD,Australia,4.0,92,0
3091,3160,81,1660,2017-08-02,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1970-01-01 09:17:09,64.50999999999999,Male,85.0,Internal Auditor,Retail,No,41.0,40-50,Affluent Customer,3195.0,Victoria,Australia,10.0,150,0
3092,3161,9,1120,2017-03-15,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,1970-01-01 09:19:09,75.13999999999999,Female,87.0,Web Developer IV,Retail,No,41.0,40-50,Affluent Customer,2168.0,New South Wales,Australia,9.0,290,0
3093,3162,91,915,2017-12-02,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,1970-01-01 10:06:07,25.08999999999999,Female,17.0,Budget/Accounting Analyst IV,Entertainment,No,37.0,30-40,Mass Customer,2795.0,New South Wales,Australia,5.0,28,0
3094,3163,69,3484,2017-09-03,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,1970-01-01 10:33:22,445.2099999999999,Female,10.0,Information Systems Manager,Financial Services,Yes,45.0,40-50,High Net Worth,4519.0,QLD,Australia,6.0,118,1
3096,3165,77,51,2017-08-22,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,1970-01-01 11:15:53,445.2099999999999,Male,68.0,Computer Systems Analyst II,Retail,No,62.0,60+,Mass Customer,4503.0,QLD,Australia,5.0,130,0
3097,3166,80,3258,2017-05-17,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1970-01-01 09:17:09,139.2299999999999,Female,77.0,Sales Representative,Retail,Yes,43.0,40-50,Mass Customer,2093.0,New South Wales,Australia,9.0,227,1
3098,3167,3,986,2017-08-31,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1970-01-01 11:26:07,1702.5499999999997,Male,3.0,Office Assistant I,Manufacturing,Yes,27.0,<30,Mass Customer,4825.0,QLD,Australia,3.0,121,1
3100,3169,25,2392,2017-12-04,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,1970-01-01 11:46:44,709.34,Female,48.0,Marketing Assistant,Manufacturing,No,20.0,<30,Affluent Customer,2573.0,New South Wales,Australia,6.0,26,0
3101,3170,0,263,2017-11-05,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,1970-01-01 10:41:22,72.59999999999997,Female,89.0,Dental Hygienist,Health,No,36.0,30-40,High Net Worth,2064.0,New South Wales,Australia,9.0,55,0
3102,3171,14,2956,2017-08-28,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,1970-01-01 11:04:40,152.54999999999995,Male,17.0,Quality Control Specialist,Telecommunications,Yes,62.0,60+,Mass Customer,2166.0,New South Wales,Australia,9.0,124,1
3103,3172,94,2488,2017-06-30,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,1970-01-01 11:47:38,641.64,Female,32.0,Senior Financial Analyst,Financial Services,Yes,33.0,30-40,Mass Customer,2114.0,New South Wales,Australia,8.0,183,1
3104,3173,13,1798,2017-10-27,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,1970-01-01 10:57:07,751.02,Female,46.0,Electrical Engineer,Manufacturing,Yes,21.0,<30,High Net Worth,3810.0,Victoria,Australia,6.0,64,1
3105,3174,2,2873,2017-02-26,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,1970-01-01 11:27:25,17.869999999999997,Female,59.0,Cost Accountant,Financial Services,No,40.0,30-40,Mass Customer,2486.0,New South Wales,Australia,8.0,307,0
3106,3175,3,1240,2017-12-25,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1970-01-01 10:42:53,1702.5499999999997,Female,64.0,Sales Associate,Manufacturing,Yes,56.0,50-60,Mass Customer,2760.0,New South Wales,Australia,8.0,5,1
3108,3177,3,2221,2017-09-27,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1970-01-01 11:19:39,1702.5499999999997,Male,80.0,General Manager,Argiculture,No,26.0,<30,Affluent Customer,4017.0,QLD,Australia,5.0,94,0
3109,3178,97,1863,2017-01-29,0.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,1970-01-01 09:19:09,75.13999999999999,Male,10.0,VP Product Management,Telecommunications,No,43.0,40-50,High Net Worth,2820.0,New South Wales,Australia,1.0,335,0
3110,3179,61,3278,2017-02-22,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,1970-01-01 11:42:52,14.229999999999997,Male,66.0,VP Product Management,Financial Services,No,39.0,30-40,Affluent Customer,4105.0,QLD,Australia,8.0,311,0
3112,3181,51,2601,2017-01-18,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,1970-01-01 11:23:29,802.26,Female,48.0,Software Engineer III,Financial Services,No,46.0,40-50,Affluent Customer,2315.0,New South Wales,Australia,7.0,346,0
3115,3184,38,1410,2017-10-30,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1970-01-01 11:17:52,1702.5499999999997,Female,10.0,Marketing Manager,Retail,Yes,24.0,<30,High Net Worth,2870.0,New South Wales,Australia,5.0,61,1
3116,3185,35,1798,2017-04-20,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,1970-01-01 11:19:44,448.67999999999995,Female,46.0,Electrical Engineer,Manufacturing,Yes,21.0,<30,High Net Worth,3810.0,Victoria,Australia,6.0,254,1
3117,3186,80,3118,2017-11-17,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,1970-01-01 11:24:07,872.8900000000001,Male,54.0,Occupational Therapist,Health,No,28.0,<30,High Net Worth,4152.0,QLD,Australia,8.0,43,0
3118,3187,37,3299,2017-11-30,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1970-01-01 09:52:40,1544.6100000000001,Female,27.0,Systems Administrator II,Manufacturing,Yes,41.0,40-50,Affluent Customer,3153.0,Victoria,Australia,6.0,30,1
3119,3188,34,1550,2017-03-26,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,1970-01-01 09:35:27,309.80999999999995,Female,3.0,Programmer Analyst II,IT,Yes,35.0,30-40,Mass Customer,2153.0,New South Wales,Australia,10.0,279,1
3120,3189,69,263,2017-04-09,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,1970-01-01 11:15:53,445.2099999999999,Female,89.0,Dental Hygienist,Health,No,36.0,30-40,High Net Worth,2064.0,New South Wales,Australia,9.0,265,0
3121,3190,84,489,2017-07-14,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,1970-01-01 10:38:59,75.48000000000002,Female,18.0,Senior Editor,Retail,Yes,50.0,40-50,Mass Customer,3550.0,Victoria,Australia,4.0,169,1
3122,3191,48,117,2017-06-19,1.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,1970-01-01 11:51:28,812.44,Female,75.0,Marketing Manager,Manufacturing,No,39.0,30-40,Mass Customer,4226.0,QLD,Australia,6.0,194,0
3123,3192,91,1832,2017-02-08,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,1970-01-01 10:27:06,25.08999999999999,Female,53.0,Programmer Analyst III,Manufacturing,Yes,57.0,50-60,Mass Customer,4701.0,QLD,Australia,3.0,325,1
3124,3193,37,347,2017-08-02,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1970-01-01 10:02:26,1544.6100000000001,Male,50.0,Marketing Manager,Financial Services,No,56.0,50-60,Mass Customer,2153.0,New South Wales,Australia,9.0,150,0
3126,3196,0,1470,2017-11-27,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,1970-01-01 11:47:38,72.59999999999997,Male,62.0,Senior Cost Accountant,Financial Services,Yes,26.0,<30,High Net Worth,2528.0,New South Wales,Australia,8.0,33,1
3128,3198,44,3242,2017-10-07,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,1970-01-01 10:58:46,1660.88,Female,4.0,General Manager,Manufacturing,Yes,63.0,60+,Affluent Customer,3168.0,Victoria,Australia,8.0,84,1
3129,3199,92,304,2017-10-11,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,1970-01-01 10:25:39,155.6500000000001,Male,36.0,VP Marketing,Manufacturing,Yes,52.0,50-60,Mass Customer,2035.0,New South Wales,Australia,11.0,80,1
3130,3200,0,247,2017-01-21,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,1970-01-01 10:27:48,43.97,Female,62.0,Staff Accountant II,Financial Services,Yes,38.0,30-40,High Net Worth,2283.0,New South Wales,Australia,4.0,343,1
3131,3202,2,2755,2017-09-03,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,1970-01-01 11:19:44,17.869999999999997,Female,66.0,Automation Specialist I,Manufacturing,Yes,22.0,<30,Mass Customer,4503.0,QLD,Australia,6.0,118,1
3132,3203,95,2132,2017-07-15,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1970-01-01 10:41:22,139.2299999999999,Female,16.0,Human Resources Manager,Financial Services,Yes,36.0,30-40,High Net Worth,2145.0,New South Wales,Australia,9.0,168,1
3135,3206,16,1779,2017-05-07,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1970-01-01 09:24:48,182.81000000000017,Male,55.0,Information Systems Manager,Argiculture,No,25.0,<30,Affluent Customer,3141.0,Victoria,Australia,7.0,237,0
3136,3207,23,430,2017-08-28,0.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,1970-01-01 10:27:06,817.36,Female,46.0,Paralegal,Financial Services,Yes,48.0,40-50,High Net Worth,4209.0,QLD,Australia,7.0,124,1
3137,3208,69,3423,2017-04-11,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,1970-01-01 09:24:39,198.22000000000003,Female,57.0,Registered Nurse,Health,No,22.0,<30,Affluent Customer,3094.0,Victoria,Australia,9.0,263,0
3139,3210,12,1237,2017-07-09,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,1970-01-01 10:36:33,1055.82,Female,6.0,Research Nurse,Health,No,52.0,50-60,High Net Worth,3677.0,Victoria,Australia,4.0,174,0
3140,3211,47,991,2017-08-05,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,1970-01-01 10:49:51,189.27999999999997,Female,11.0,Financial Analyst,Financial Services,Yes,30.0,<30,Mass Customer,3757.0,Victoria,Australia,9.0,147,1
3144,3215,98,1954,2017-09-21,1.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,1970-01-01 10:33:22,143.35999999999999,Male,88.0,VP Sales,Manufacturing,No,54.0,50-60,Affluent Customer,2155.0,New South Wales,Australia,9.0,100,0
3145,3216,33,2539,2017-10-15,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1970-01-01 09:24:48,144.26,Male,68.0,Nuclear Power Engineer,Manufacturing,Yes,54.0,50-60,Affluent Customer,2785.0,New South Wales,Australia,7.0,76,1
3146,3217,70,3184,2017-09-19,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,1970-01-01 10:36:33,198.29000000000002,Female,2.0,Civil Engineer,Manufacturing,Yes,45.0,40-50,Affluent Customer,2196.0,New South Wales,Australia,10.0,102,1
3147,3218,26,127,2017-03-03,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1970-01-01 09:28:35,1230.3000000000002,Female,81.0,Compensation Analyst,Financial Services,No,47.0,40-50,Mass Customer,4405.0,QLD,Australia,1.0,302,0
3148,3219,19,477,2017-08-03,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,1970-01-01 09:27:59,114.93,Female,32.0,Media Manager II,Financial Services,Yes,61.0,60+,High Net Worth,2197.0,New South Wales,Australia,9.0,149,1
3149,3220,61,389,2017-09-08,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,1970-01-01 09:24:39,14.229999999999997,Female,97.0,Help Desk Operator,Entertainment,Yes,46.0,40-50,Affluent Customer,2047.0,New South Wales,Australia,9.0,113,1
3150,3221,0,2058,2017-03-19,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,1970-01-01 10:41:22,72.59999999999997,Female,99.0,Database Administrator I,Argiculture,No,43.0,40-50,High Net Worth,4702.0,QLD,Australia,1.0,286,0
3151,3222,40,1095,2017-05-26,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,1970-01-01 09:17:35,583.2700000000001,Female,2.0,Project Manager,Health,No,63.0,60+,Mass Customer,2101.0,New South Wales,Australia,9.0,218,0
3152,3223,13,2610,2017-08-05,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,1970-01-01 11:49:20,574.6200000000001,Female,41.0,Account Coordinator,IT,No,67.0,60+,Mass Customer,4507.0,QLD,Australia,7.0,147,0
3153,3224,92,2049,2017-10-26,0.0,Cancelled,WeareA2B,Touring,medium,large,1890.39,260.14,1970-01-01 09:14:19,1630.25,Male,21.0,Assistant Professor,Manufacturing,No,59.0,50-60,High Net Worth,2217.0,New South Wales,Australia,8.0,65,0
3156,3227,12,333,2017-06-18,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,1970-01-01 11:49:20,1069.5500000000002,Female,25.0,Sales Associate,Financial Services,Yes,56.0,50-60,Affluent Customer,4213.0,QLD,Australia,5.0,195,1
3158,3229,2,2130,2017-05-03,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,1970-01-01 11:41:45,64.92999999999995,Female,95.0,Structural Engineer,Property,Yes,31.0,30-40,High Net Worth,2480.0,New South Wales,Australia,2.0,241,1
3160,3231,53,2263,2017-10-31,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1970-01-01 11:42:52,693.76,Female,79.0,Professor,Argiculture,Yes,34.0,30-40,Mass Customer,3350.0,Victoria,Australia,4.0,60,1
3162,3233,50,1663,2017-02-08,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,1970-01-01 11:16:58,431.33000000000004,Female,68.0,VP Quality Control,Property,Yes,43.0,40-50,High Net Worth,2155.0,New South Wales,Australia,10.0,325,1
3163,3234,12,1552,2017-08-13,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,1970-01-01 10:44:53,1069.5500000000002,Male,80.0,Research Associate,Entertainment,Yes,33.0,30-40,Mass Customer,2768.0,New South Wales,Australia,10.0,139,1
3165,3236,62,310,2017-12-22,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,1970-01-01 11:41:45,179.44,Female,0.0,Account Coordinator,Financial Services,Yes,36.0,30-40,Mass Customer,2450.0,New South Wales,Australia,9.0,8,1
3166,3237,69,1895,2017-08-30,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,1970-01-01 09:24:39,198.22000000000003,Female,53.0,Technical Writer,Manufacturing,No,46.0,40-50,Mass Customer,3121.0,Victoria,Australia,11.0,122,0
3170,3241,66,3087,2017-05-23,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,1970-01-01 11:14:47,64.92999999999995,Male,64.0,Social Worker,Health,No,35.0,30-40,Mass Customer,2567.0,New South Wales,Australia,8.0,221,0
3171,3242,20,1607,2017-10-14,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,1970-01-01 09:17:35,195.33999999999992,Female,39.0,Marketing Assistant,Retail,Yes,33.0,30-40,Mass Customer,3809.0,Victoria,Australia,5.0,77,1
3172,3243,35,2777,2017-09-18,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1970-01-01 11:16:58,903.11,Female,0.0,Safety Technician III,Health,Yes,24.0,<30,Mass Customer,2572.0,New South Wales,Australia,8.0,103,1
3173,3244,91,1814,2017-08-21,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,1970-01-01 10:06:07,25.08999999999999,Female,33.0,Web Designer IV,Retail,No,33.0,30-40,Affluent Customer,2166.0,New South Wales,Australia,5.0,131,0
